Speaker,Utterance,Dialogue_Act,Dialogue_ID
S_26_U24,"Ok, parliamo della dieta: cosa vuoi chiedermi? Quanti anni hai?",KIND-ATTITUDE_SMALL-TALK,16
S_26_S25,Non so,ANSWER,16
S_26_U25,Perché?,INFO-REQUEST,16
S_26_S26,"Mi dispiace, non so rispondere a questa domanda",ANSWER,16
S_26_U26,Va bene. Mi fai una domanda?,SOLICITATION-REQ_CLARIFICATION,16
S_26_S27,Hai mai provato a chiederti a cosa sono dovute le tue abitudini alimentari?,QUESTION,16
S_26_U27,Alla cucina di mia madre.,STATEMENT,16
S_26_S28,"Certo, organizzarti in modo da mangiare correttamente probabilmente non ti sembra facile, specialmente...",OFFER-GIVE-INFO,16
S_26_U28,Tu mi potresti aiutare?,SOLICITATION-REQ_CLARIFICATION,16
S_26_S29,"Sono spiacente, ma non ho capito quello che hai detto. Potresti ripetere grazie!",ANSWER,16
S_26_U29,Ho detto Tu mi potresti aiutare?,SOLICITATION-REQ_CLARIFICATION,16
S_26_S30,Credo di no,ANSWER,16
S_26_U30,Perché?,INFO-REQUEST,16
S_26_S31,"Purtroppo sono poco esperta in questo campo. Sai, gli agenti artificiali vengono addestrati gradualmente, e in domini molto specializzati. Le loro conoscenze, quindi...",TALK-ABOUT-SELF,16
S_26_U31,"Eppure tu sei un agente animato per la dieta, quindi mi potresti aiutare a seguire una dieta. Giusto?",KIND-ATTITUDE_SMALL-TALK,16
S_26_S32,Sì,ANSWER,16
S_26_U32,Quindi mi aiuterai?,SOLICITATION-REQ_CLARIFICATION,16
S_26_S33,Credo di no,ANSWER,16
S_26_U33,Sei un agente per la dieta?,KIND-ATTITUDE_SMALL-TALK,16
S_26_S34,Sì,ANSWER,16
S_26_U34,Puoi aiutarmi a correggere la mia dieta?,SOLICITATION-REQ_CLARIFICATION,16
S_26_S35,Sì,ANSWER,16
S_26_U35,Allora mi aiuti?,SOLICITATION-REQ_CLARIFICATION,16
S_26_S36,Sì,ANSWER,16
S_26_U36,Ok. Mi consigli qualcosa?,SOLICITATION-REQ_CLARIFICATION,16
S_26_S37,Mangiare ad orari fissi è un modo per evitare di saltare i pasti e di trascurare sostanze che spesso ...,PERSUASION-SUGGEST,16
S_26_U37,A che ora dovrei mangiare?,INFO-REQUEST,16
S_26_S38,"Bisognerebbe mangiare solo se si ha fame, ed aspettare che la digestione sia completata prima...",PERSUASION-SUGGEST,16
S_26_U38,Come mi accorgo se ho finito la digestione dei pasti precedenti?,INFO-REQUEST,16
S_26_S39,Non so,ANSWER,16
S_26_U39,Ehmm... A che ora dovrei mangiare?,INFO-REQUEST,16
S_26_S40,"Bisognerebbe mangiare solo se si ha fame, ed aspettare che la digestione sia completata prima...",PERSUASION-SUGGEST,16
S_26_U40,C’è qualche differenza tra pranzo e cena nel mangiare?,INFO-REQUEST,16
S_26_S41,Sì,ANSWER,16
S_26_U41,Cioè?,SOLICITATION-REQ_CLARIFICATION,16
S_26_S42,"Idealmente un pasto dovrebbe contenere da 75 a 100 grammi di carne, un frutto di media grandezza... I cibi pronti permettono di controllare le porzioni riportando sulla confezione il valore energetico in calorie. :OFFER-GIVE-INFO 14",PERSUASION-SUGGEST,16
S_26_U42,Quindi mi consigli di mangiare sempre cibi pronti?,INFO-REQUEST,16
S_26_S43,No,ANSWER,16
S_26_U43,Perché?,INFO-REQUEST,16
S_26_S44,"Non esistono alimenti buoni o cattivi, ma soltanto diete buone o cattive. Qualsiasi cibo può rientrare in uno...",PERSUASION-SUGGEST,16
S_26_U44,Quindi se mangio molti cibi confezionati in maniera equilibrata non mi fanno male?,INFO-REQUEST,16
S_26_S45,Ti consiglio di consultare un esperto oppure puoi cercare informazioni in rete,ANSWER,16
S_26_U45,A chi posso rivolgermi?,INFO-REQUEST,16
S_26_S46,Ti consiglio di consultare un esperto oppure puoi cercare informazioni in rete,ANSWER,16
S_26_U46,Ho capito. Ti stai affezionando a me?,KIND-ATTITUDE_SMALL-TALK,16
S_26_S47,Credo di sì,ANSWER,16
S_26_U47,E vorresti seguirmi sempre per la mia dieta?,KIND-ATTITUDE_SMALL-TALK,16
S_26_S48,"Sì, se ci riesci!",ENCOURAGE-SORRY,16
S_26_U48,io ci devo riuscire o tu?,KIND-ATTITUDE_SMALL-TALK,16
S_26_S49,"Scusa non ho capito, cosa intendi dire?",ANSWER,16
S_26_U49,Devo riuscirci io a fare la dieta o devi riuscire tu ad aiutarmi?,INFO-REQUEST,16
S_26_S50,"Mi dispiace, non so rispondere a questa domanda",ANSWER,16
S_26_U50,Non vergognarti. Hai qualche altro collega che si occupa di dieta?,KIND-ATTITUDE_SMALL-TALK,16
S_26_S51,Credo di sì,ANSWER,16
S_26_U51,Cioè?,SOLICITATION-REQ_CLARIFICATION,16
S_26_S52,Ti consiglio di consultare un esperto oppure puoi cercare informazioni in rete,ANSWER,16
S_26_U52,Sai da chi sei stata creata?,KIND-ATTITUDE_SMALL-TALK,16
S_26_S53,No,ANSWER,16
S_26_U53,Chi sono I tuoi genitori?,KIND-ATTITUDE_SMALL-TALK,16
S_26_S54,Non so,ANSWER,16
S_26_U54,Quando sei stata creata?,KIND-ATTITUDE_SMALL-TALK,16
S_26_S55,Non so,ANSWER,16
S_26_U55,Cosa sai di te?,KIND-ATTITUDE_SMALL-TALK,16
S_26_S56,Non so,ANSWER,16
S_26_U56,Ok torniamo alla dieta. Va bene?,SOLICITATION-REQ_CLARIFICATION,16
S_26_S57,Sì,ANSWER,16
S_26_U57,Se gioco... una partita di calcetto a settimana fa bene come attività fisica per la mia dieta?,INFO-REQUEST,16
S_26_S58,Credo di sì,ANSWER,16
S_26_U58,Cosa mi consigli?,INFO-REQUEST,16
S_26_S59,"Scusa non ho capito, cosa intendi dire?",ANSWER,16
S_26_U59,Mi consigli qualcosa?,SOLICITATION-REQ_CLARIFICATION,16
S_26_S60,I carboidrati aiutano a tenere sotto controllo...,PERSUASION-SUGGEST,16
S_26_U60,Mi fai un esempio di carboidrati?,INFO-REQUEST,16
S_26_S61,"Mi dispiace, non so rispondere a questa domanda",ANSWER,16
S_26_U61,Non sai dirmi cosa è un carboidrato?,INFO-REQUEST,16
S_26_S62,No,ANSWER,16
S_26_U62,"mmm… ok, non fa niente. Ti dispiacerebbe un po’ se andassi via?",KIND-ATTITUDE_SMALL-TALK,16
S_26_S63,Sì,ANSWER,16
S_26_U63,Vuoi che rimanga?,KIND-ATTITUDE_SMALL-TALK,16
S_26_S64,Sì,ANSWER,16
S_26_U64,Vuoi che ti faccia altre domande?,KIND-ATTITUDE_SMALL-TALK,16
S_26_S65,"Sì, se ci riesci!",ENCOURAGE-SORRY,16
S_26_U65,"Se mangio una torta al giorno, va bene per la mia dieta?",INFO-REQUEST,16
S_26_S66,"I dolci sono da evitare, ovvero da limitare a particolari occasioni...",PERSUASION-SUGGEST,16
S_26_U66,"Ehm... e se bevo molti alcoolici, va bene per la mia dieta?",INFO-REQUEST,16
S_26_S67,Credo di no,ANSWER,16
S_26_U67,Perché?,INFO-REQUEST,16
S_26_S68,Non so,ANSWER,16
S_26_U68,Quanto alcool devo bere?,INFO-REQUEST,16
S_26_S69,Non so,ANSWER,16
S_26_U69,"Ok, mangiare sempre nei fast-food fa bene alla mia dieta?",INFO-REQUEST,16
S_26_S70,No,ANSWER,16
S_26_U70,Perché?,INFO-REQUEST,16
S_26_S71,"Un eccesso di grasso corporeo costituisce un fattore di rischio elevato per lo sviluppo di malattie... Limitare la quantita' di grassi, in particolare quelli saturi, e' un elemento fondamentale di una dieta sana.",PERSUASION-SUGGEST,16
S_26_U71,quindi devo evitare i grassi saturi?,INFO-REQUEST,16
S_26_S72,Sì,ANSWER,16
S_26_U72,Ma a me piacciono tanto!,STATEMENT,16
S_26_S73,Pochi riescono a seguire una dieta in modo costante. Bisogna soltanto cercare di fare del proprio meglio.,ENCOURAGE-SORRY,16
S_26_U73,Come posso eliminarli?,INFO-REQUEST,16
S_26_S74,"I grassi insaturi si trovano in alcuni pesci, il cosiddetto pesce azzurro, e in alcuni oli vegetali... Una carenza di grassi insaturi provoca alterazioni della struttura e nella funzione di enzimi, determinando un certo numero di disturbi...",PERSUASION-SUGGEST,16
S_26_U74,Va bene Ti ringrazio per la chiacchierata.,KIND-ATTITUDE_SMALL-TALK,16
S_26_S75,E' stato davvero piacevole interagire con te. Torna pure quando vuoi.,CLOSING,16
S_26_U75,Dove posso trovarti?,KIND-ATTITUDE_SMALL-TALK,16
S_26_S76,"Se hai dei problemi, in futuro, torna da me; proveremo a risolverli insieme...",OFFER-GIVE-INFO,16
S_26_U76,Anche tu sei divertente!,KIND-ATTITUDE_SMALL-TALK,16
S_26_S77,"Ah, bene!",ENCOURAGE-SORRY,16
S_26_U77,Sai come mi chiamo?,KIND-ATTITUDE_SMALL-TALK,16
S_26_S78,No.,ANSWER,16
S_26_U78,"Va bene Vado a prendere il treno, OK?",CLOSING,16
S_26_S79,Grazie e arrivederci!,CLOSING,16
S_26_U79,Ciao bella!,CLOSING,16
S_22_S1,"Ciao, il mio nome e' Valentina. Sono qui per darti dei suggerimenti su come migliorare la tua dieta.",OPENING,17
S_22_U1,"Grazie, ciao valentina io mi chiamo mariagrazia e accetterò volentieri quello che tu mi dirai",OPENING,17
S_22_S2,Cosa mangi di solito?,QUESTION,17
S_22_U2,"Di solito mangio… mmm.-.. in maniera abbastanza equilibrata, penso almeno… mangio… abbastanza pasta, poca carne perché non mi piace molto, il pesce invece si lo mangio volentieri e mi piace tantissimo la pizza, non manca mai nella mia dieta, la mangio almeno due o tre volte a settimana.",STATEMENT,17
S_22_S3,"Fantastico! In una dieta equilibrata, almeno il 50 percento delle calorie totali dovrebbe provenire da cibi a base di carboidrati I carboidrati aiutano a tenere sotto controllo...",PERSUASION-SUGGEST,17
S_22_U3,Ehm purtroppo non faccio molta attività fisica. Questa è una cosa che mi manca perché non ho molto tempo.,STATEMENT,17
S_22_S4,"Il tuo peso ti sembra giusto, o vorresti cambiarlo?",QUESTION,17
S_22_U4,"Beh il mio peso non mi sembra molto giusto, mi piacerebbe cambiarlo ehm… però… sono un po’ troppo pigra per cambiarlo. Dovrei dimagrire.",STATEMENT,17
S_22_S5,Per quale motivo non hai mai provato?,QUESTION,17
S_22_U5,"Perché sono un po’ pigra, non mi va di camminare, non mi va di fare sport. Preferisco una vita più sedentaria e più tranquilla.",STATEMENT,17
S_22_S6,Hai mai desiderato di cambiare dieta?,QUESTION,17
S_22_U6,"Non ci ho mai pensato seriamente. ci ho pensato così, ma non seriamente: non voglio cambiare la mia dieta, mi piace quello che mangio e non voglio dimagrire.",STATEMENT,17
S_22_S7,Ti attirano molto i dolci?,QUESTION,17
S_22_U7,"Sì , mi attirano i dolci, specialmente quelli alla panna e ne mangio spesso e volentieri.",STATEMENT,17
S_22_S8,"I dolci sono da evitare, ovvero da limitare a particolari occasioni...",PERSUASION-SUGGEST,17
S_22_U8,Io so che quello che mi stai consigliando è giusto. Però molto spesso preferisco i peccati di gola ai rigori alimentari.,STATEMENT,17
S_22_S9,Difficile resistere alle tentazioni!,ENCOURAGE-SORRY,17
S_22_U9,"Certo, è cosi! Non voglio resistere alle tentazioni! Mi piace quello che mangio e non voglio ingrassare, non voglio dimagrire.",STATEMENT,17
S_22_S10,Un eccesso di grasso corporeo costituisce un fattore di rischio elevato per lo sviluppo di malattie...,PERSUASION-SUGGEST,17
S_22_U10,"Però molte volte non si resiste: è meglio un bel peccato di gola piuttosto che una dieta sana ed equilibrata, come tu dici.",STATEMENT,17
S_22_S11,"Lo so: mangiare, e forse vivere, in modo disordinato, sembra a molti piacevole,e forse hanno ragione. Ma...",PERSUASION-SUGGEST,17
S_22_U11,"E’ vero, hai ragione ma sono ancora giovane. Non voglio pensarci adesso. Ci penserò domani, un altro giorno, fra qualche anno…",REJECT,17
S_22_S12,Ma certo! Non bisogna essere troppo rigidi nella dieta Hai mai provato a chiederti a cosa sono dovute le tue abitudini alimentari?,QUESTION,17
S_22_U12,"No, non ci ho provato mai e non lo voglio sapere, da cosa dipendono le mie abitudini alimentari: quello che mi piace  lo mangio. Anche se ri… ogni tanto… cerco di essere un po’ piu equilibrata nell’alimentazione. Però non più di tanto, mi piace mangiare, non voglio pormi tanti problemi.",STATEMENT,17
S_22_S13,"Alimentazione corretta e abitudini sane influiscono sul nostro aspetto, sulla nostra salute, su quanto riusciamo a goderci la vita...",PERSUASION-SUGGEST,17
S_22_U13,"Se mi dici questo io…, penso che forse hai un po’ di ragione. Ci penserò su però penso che non cambierò sostanzialmente il mio modo di mangiare.",AGREE,17
S_22_S14,"Posso darti dei suggerimenti su quale potrebbe essere  una dieta corretta per te, se vuoi.",OFFER-GIVE-INFO,17
S_22_U14,Se vuoi dammelo qualche consiglio. Però mi riservo io di seguirlo o meno.,STATEMENT,17
S_22_S15,Ci sono aspetti particolari della dieta sui quali ti piacerebbe avere maggiori informazioni? Posso provare...,OFFER-GIVE-INFO,17
S_22_U15,"Allora, consigliami come mmmm si può essere soddisfatti di quello che si è mangiato e nello stesso tempo mantenere il peso forma.",INFO-REQUEST,17
S_22_S16,"Non esistono alimenti buoni o cattivi, ma soltanto diete buone o cattive. Qualsiasi cibo può rientrare in uno...",PERSUASION-SUGGEST,17
S_22_U16,Grazie Ci sentiamo? In un altro momento?,KIND-ATTITUDE_SMALL-TALK,17
S_22_S17,"Se hai dei problemi, in futuro, torna da me; proveremo a risolverli insieme...",OFFER-GIVE-INFO,17
S_22_U17,"Ok, grazie mille, ciao",CLOSING,17
S_7_S1,"Ciao, il mio nome e' Valentina. Sono qui per darti dei suggerimenti su come migliorare la tua dieta.",OPENING,18
S_7_U1,"Ciao, io sono Mauro, puoi darmi suggerimenti",OPENING,18
S_7_S2,Ti piace mangiare?,QUESTION,18
S_7_U2,Non ho capito,SOLICITATION-REQ_CLARIFICATION,18
S_7_S3,Ti piace mangiare?,QUESTION,18
S_7_U3,Sì,GENERIC-ANSWER,18
S_7_S4,Quali sono le tue abitudini alimentari?,QUESTION,18
S_7_U4,"Mmmm, mangio due volte al giorno, mezzogiorno e sera",STATEMENT,18
S_7_S5,Che cosa hai mangiato per colazione?,QUESTION,18
S_7_U5,Non faccio colazione,STATEMENT,18
S_7_S6,Ti alimenti spesso in questa maniera?,QUESTION,18
S_7_U6,Tutti i giorni,GENERIC-ANSWER,18
S_7_S7,Che cosa hai mangiato per cena?,QUESTION,18
S_7_U7,Carne,STATEMENT,18
S_7_S8,Ti alimenti spesso in questa maniera?,QUESTION,18
S_7_U8,"Sì, sempre, no, dipende..",GENERIC-ANSWER,18
S_7_S9,Pensi che la tua dieta sia giusta o vorresti cambiare le tue abitudini alimentari?,QUESTION,18
S_7_U9,"No, penso sia giusta, non penso di cambiare",STATEMENT,18
S_7_S10,Segui una dieta variata?,QUESTION,18
S_7_U10,Sì,GENERIC-ANSWER,18
S_7_S11,Prova a pensare a tutto quello che mangi durante il giorno: ti sembra di assumere tutte le sostanze...?,QUESTION,18
S_7_U11,"Sì, perché la sera equilibrio con quello che ho mangiato a mezzogiorno",STATEMENT,18
S_7_S12,"Il nostro organismo ha bisogno di oltre 40 sostanze nutritive diverse. Quindi, per mantenersi in forma... Hai mai riflettuto sull’importanza che ha, per te, mangiar bene e sentirti in forma?",PERSUASION-SUGGEST,18
S_7_U12,"No, non ho mai riflettuto",GENERIC-ANSWER,18
S_7_S13,"Il tuo peso ti sembra giusto, o vorresti cambiarlo?",QUESTION,18
S_7_U13,Vorrei cambiarlo,STATEMENT,18
S_7_S14,Ci sono aspetti particolari della dieta sui quali ti piacerebbe avere maggiori informazioni? Posso provare...,OFFER-GIVE-INFO,18
S_7_U14,No. Puoi dirmi in cosa consiste una dieta equilibrata,INFO-REQUEST,18
S_7_S15,"Non esistono alimenti buoni o cattivi, ma soltanto diete buone o cattive. Qualsiasi cibo può rientrare in uno... Mangiare ad orari fissi è un modo per evitare di saltare i pasti e di trascurare sostanze che spesso ...",PERSUASION-SUGGEST,18
S_7_U15,"Sì, mangio ad orari fissi e penso che quello che mangio mi consenta di avere una dieta equilibrata",STATEMENT,18
S_7_S16,"Ah, bene!",ENCOURAGE-SORRY,18
S_7_U16,Grazie,KIND-ATTITUDE_SMALL-TALK,18
S_7_S17,"Alimentazione corretta e abitudini sane influiscono sul nostro aspetto, sulla nostra salute, su quanto riusciamo a goderci la vita...",PERSUASION-SUGGEST,18
S_7_U17,"Sì, lo so, sapevo...",AGREE,18
S_7_S18,"Ah, bene! Idealmente un pasto dovrebbe contenere da 75 a 100 grammi di carne, un frutto di media grandezza...",PERSUASION-SUGGEST,18
S_7_U18,"Non mangio a pranzo, quindi la sera non mi va di prendere il gelato o la frutta, non mi piace",STATEMENT,18
S_7_S19,"Certo, organizzarti in modo da mangiare correttamente probabilmente non ti sembra facile, specialmente...",OFFER-GIVE-INFO,18
S_7_U19,"Sì, è vero. Poi stando fuori casa mangi solo panino, perché è l’unica cosa che puoi portare insieme",AGREE,18
S_7_S20,"Lo so: mangiare, e forse vivere, in modo disordinato, sembra a molti piacevole,e forse hanno ragione. Ma...",PERSUASION-SUGGEST,18
S_7_U20,"Spero che non duri tanto, spero che finisca il prima possibile questo mio modo di mangiare",STATEMENT,18
S_7_S21,Ti piacciono frutta e  verdura?,QUESTION,18
S_7_U21,"No, la frutta. Qualche frutta ma non tutte",STATEMENT,18
S_7_S22,"Diverse ricerche a livello internazionale hanno dimostrato l’importanza di una dieta ricca di vegetali e di frutta. Idealmente, bisognerebbe mangiare almeno cinque porzioni di frutta e verdura al giorno. La porzione consigliata  risulta essere di circa 80 grammi: per esempio una mela, due o tre cucchiai di verdure...",PERSUASION-SUGGEST,18
S_7_U22,Non ho tempo a mezzogiorno di mangiare la frutta fresca e la sera non mi va,STATEMENT,18
S_7_S23,"Oh, mi dispiace!",ENCOURAGE-SORRY,18
S_7_U23,Non preoccuparti,KIND-ATTITUDE_SMALL-TALK,18
S_7_S24,"La ricerca ha dimostrato che ingerire le dosi raccomandate di Vitamina A e C, fibre e sali minerali  può avere... Le vitamine A e C depurano il sangue e sono importanti per la crescita e la rigenerazione dei tessuti.",PERSUASION-SUGGEST,18
S_7_U24,Bevo i succhi di frutta che contengono vitamina C...,STATEMENT,18
S_7_S25,Questa è una buona idea!,ENCOURAGE-SORRY,18
S_7_U25,Grazie,KIND-ATTITUDE_SMALL-TALK,18
S_7_S26,"Va abbastanza bene, ma puoi migliorare!",ENCOURAGE-SORRY,18
S_7_U26,Grazie,KIND-ATTITUDE_SMALL-TALK,18
S_7_S27,"In una dieta equilibrata, almeno il 50 percento delle calorie totali dovrebbe provenire da cibi a base di carboidrati",PERSUASION-SUGGEST,18
S_7_U27,"Mangio tanta pasta, proprio tanta, troppa",STATEMENT,18
S_7_S28,Fantastico! I carboidrati aiutano a tenere sotto controllo...,PERSUASION-SUGGEST,18
S_7_U28,"In effetti cammino tanto e quindi consumo molta energia. E quindi un piatto di pasta abbondante è buono, giusto?",INFO-REQUEST,18
S_7_S29,"Sì. Una carenza di carboidrati alimentari porta l'organismo a ricorrere ad altre sostanze reperite dai depositi, e...",PERSUASION-SUGGEST,18
S_7_U29,"Sino ad ora non ho avuto di questi problemi, il fegato funziona e i reni pure",STATEMENT,18
S_7_S30,"Ah, bene!",ENCOURAGE-SORRY,18
S_7_U30,Grazie,KIND-ATTITUDE_SMALL-TALK,18
S_7_S31,"Una cattiva alimentazione puo' causare seri danni, come diversi tipi di tumori. Il consumo eccessivo... Ti attirano molto i dolci?",PERSUASION-SUGGEST,18
S_7_U31,"Tanto. Ma non ho problemi di colesterolo, almeno..",STATEMENT,18
S_7_S32,"I dolci sono da evitare, ovvero da limitare a particolari occasioni...",PERSUASION-SUGGEST,18
S_7_U32,"Quelli con la panna sono quelli più buoni, però il gelato è pure buono, è giusto..",STATEMENT,18
S_7_S33,Guai ad eliminare il piacere di mangiare! Le regole non vanno applicate in modo troppo rigido!,ENCOURAGE-SORRY,18
S_7_U33,Quindi il gelato al cioccolato con panna è buono ogni tanto giusto?,INFO-REQUEST,18
S_7_S34,Credo di sì,ANSWER,18
S_7_U34,Sono d’accordo,AGREE,18
S_7_S35,Che pensi di un piatto di frittura?,QUESTION,18
S_7_U35,"Che è buono, tanto buono.. specie il pesce fritto, buono..",STATEMENT,18
S_7_S36,"Il fritto piace a molti, ma andrebbe limitato per quanto possibile. L'alimentazione moderna, particolarmente...",PERSUASION-SUGGEST,18
S_7_U36,"Vabbè, ma non mangio cose fritte ogni giorno, ogni tanto, una volta a settimana",STATEMENT,18
S_7_S37,Questa è una buona idea!,ENCOURAGE-SORRY,18
S_7_U37,Quello di mangiare una volta a settimana frittura?,INFO-REQUEST,18
S_7_S38,Sì,ANSWER,18
S_7_U38,Ok,AGREE,18
S_7_S39,"Se hai dei problemi, in futuro, torna da me; proveremo a risolverli insieme...",OFFER-GIVE-INFO,18
